sample_id,document_id,unit_id,arm,metric_name,metric_value,notes
sach-bai-tap-toan-12-tap-2-canh-dieu_chunking_only,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,chunking_only,math_preservation,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_chunking_only,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,chunking_only,answer_attachment,0.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_chunking_only,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,chunking_only,solution_attachment,0.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_chunking_only,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,chunking_only,idempotence,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_chunking_only,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,chunking_only,runtime,125.77952530000039,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_chunking_only,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,chunking_only,n_chunks,1388.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,precision,0.24324324324324326,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,recall,0.937046004842615,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,f1,0.3862275449101797,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,math_preservation,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,answer_attachment,0.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,solution_attachment,0.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,idempotence,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,runtime,160.18137939999724,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_full_s2,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,full_s2,n_chunks,1592.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,precision,0.2120123203285421,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,recall,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,f1,0.34985175772977556,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,math_preservation,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,answer_attachment,0.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,solution_attachment,0.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,idempotence,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,runtime,0.004965100000845268,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_chunking,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_chunking,n_chunks,1949.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,precision,0.2909625275532697,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,recall,0.9588377723970944,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,f1,0.4464487034949267,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,math_preservation,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,answer_attachment,0.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,solution_attachment,0.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,idempotence,1.0,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,runtime,20971.659120900003,n_blocks=1949
sach-bai-tap-toan-12-tap-2-canh-dieu_legacy_or_naive_normalization,sach-bai-tap-toan-12-tap-2-canh-dieu,document_level,legacy_or_naive_normalization,n_chunks,1362.0,n_blocks=1949
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,precision,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,recall,0.0,n_blocks=1809
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,f1,0.0,n_blocks=1809
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,math_preservation,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,answer_attachment,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,solution_attachment,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,idempotence,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,runtime,0.0003552000052877702,n_blocks=1809
sbt-toan-12-cst-tap-1_raw_s1_passthrough,sbt-toan-12-cst-tap-1,document_level,raw_s1_passthrough,n_chunks,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,precision,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,recall,0.0,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,f1,0.0,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,math_preservation,0.00019252984212552945,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,answer_attachment,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,solution_attachment,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,idempotence,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,runtime,0.17558070000086445,n_blocks=1809
sbt-toan-12-cst-tap-1_normalization_only,sbt-toan-12-cst-tap-1,document_level,normalization_only,n_chunks,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,precision,0.2762962962962963,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,recall,0.9119804400977995,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,f1,0.42410460488914165,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,math_preservation,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,answer_attachment,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,solution_attachment,0.0,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,idempotence,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,runtime,136.63919549999991,n_blocks=1809
sbt-toan-12-cst-tap-1_chunking_only,sbt-toan-12-cst-tap-1,document_level,chunking_only,n_chunks,1351.0,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,precision,0.2512350035285815,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,recall,0.8704156479217604,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,f1,0.3899233296823658,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,math_preservation,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,answer_attachment,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,solution_attachment,0.0,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,idempotence,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,runtime,148.33848330000183,n_blocks=1809
sbt-toan-12-cst-tap-1_full_s2,sbt-toan-12-cst-tap-1,document_level,full_s2,n_chunks,1418.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,precision,0.22621681415929204,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,recall,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,f1,0.3689670726206586,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,math_preservation,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,answer_attachment,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,solution_attachment,0.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,idempotence,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,runtime,0.006141500001831446,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_chunking,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_chunking,n_chunks,1809.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,precision,0.28582434514637906,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,recall,0.9070904645476773,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,f1,0.43468072642062106,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,math_preservation,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,answer_attachment,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,solution_attachment,0.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,idempotence,1.0,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,runtime,106.83526020000136,n_blocks=1809
sbt-toan-12-cst-tap-1_legacy_or_naive_normalization,sbt-toan-12-cst-tap-1,document_level,legacy_or_naive_normalization,n_chunks,1299.0,n_blocks=1809
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,precision,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,recall,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,f1,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,math_preservation,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,answer_attachment,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,solution_attachment,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,idempotence,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,runtime,0.0020674999977927655,n_blocks=1685
sbt-toan-12-kntt-tap-1_raw_s1_passthrough,sbt-toan-12-kntt-tap-1,document_level,raw_s1_passthrough,n_chunks,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,precision,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,recall,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,f1,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,math_preservation,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,answer_attachment,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,solution_attachment,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,idempotence,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,runtime,0.14751840000099037,n_blocks=1685
sbt-toan-12-kntt-tap-1_normalization_only,sbt-toan-12-kntt-tap-1,document_level,normalization_only,n_chunks,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,precision,0.28076923076923077,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,recall,0.989159891598916,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,f1,0.43738765727980833,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,math_preservation,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,answer_attachment,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,solution_attachment,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,idempotence,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,runtime,103.52182480000192,n_blocks=1685
sbt-toan-12-kntt-tap-1_chunking_only,sbt-toan-12-kntt-tap-1,document_level,chunking_only,n_chunks,1301.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,precision,0.26383896477354424,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,recall,0.994579945799458,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,f1,0.4170454545454546,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,math_preservation,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,answer_attachment,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,solution_attachment,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,idempotence,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,runtime,129.2453741999998,n_blocks=1685
sbt-toan-12-kntt-tap-1_full_s2,sbt-toan-12-kntt-tap-1,document_level,full_s2,n_chunks,1392.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,precision,0.21912114014251782,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,recall,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,f1,0.3594739405747686,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,math_preservation,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,answer_attachment,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,solution_attachment,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,idempotence,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,runtime,0.009862600003543776,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_chunking,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_chunking,n_chunks,1685.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,precision,0.2882953652788688,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,recall,0.994579945799458,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,f1,0.4470158343483556,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,math_preservation,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,answer_attachment,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,solution_attachment,0.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,idempotence,1.0,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,runtime,85.62755430000107,n_blocks=1685
sbt-toan-12-kntt-tap-1_legacy_or_naive_normalization,sbt-toan-12-kntt-tap-1,document_level,legacy_or_naive_normalization,n_chunks,1274.0,n_blocks=1685
sach-bai-tap-toan-10-tap-1-canh-dieu.pdf_by_PaddleOCR-VL-1.6_raw_s1_passthrough,sach-bai-tap-toan-10-tap-1-canh-dieu.pdf_by_PaddleOCR-VL-1.6,document_level,raw_s1_passthrough,precision,1.0,n_blocks=2484
sach-bai-tap-toan-10-tap-1-canh-dieu.pdf_by_PaddleOCR-VL-1.6_raw_s1_passthrough,sach-bai-tap-toan-10-tap-1-canh-dieu.pdf_by_PaddleOCR-VL-1.6,document_level,raw_s1_passthrough,recall,0.0,n_blocks=2484
sach-bai-tap-toan-10-tap-1-canh-dieu.pdf_by_PaddleOCR-VL-1.6_raw_s1_passthrough,sach-bai-tap-toan-10-tap-1-canh-dieu.pdf_by_PaddleOCR-VL-1.6,document_level,raw_s1_passthrough,f1,0.0,n_blocks=2484
sach-bai-tap-toan-10-tap-1-canh-dieu.pdf_by_PaddleOCR-VL-1.6_raw_s1_passthrough,sach-bai-tap-toan-10-tap-1-canh-dieu.pdf_by_PaddleOCR-VL-1.6,document_level,raw_s1_passthrough,math_preservation,1.0,n_blocks=2484
